"x","y"
-102.308084256947,266.072498075664
-80.1774151623249,324.977049790323
-90.2159644290805,-45.8514079451561
386.271830461919,-152.882753498852
271.660986170173,-365.944554284215
-193.547259829938,-196.043456345797
-231.220456585288,-369.424071162939
384.768330305815,-186.130722798407
184.804881736636,50.2595150843263
-331.085541285574,310.870541259646
-287.268974073231,-319.110325165093
177.819086797535,329.835725203156
335.930869355798,-312.237921357155
142.351710237563,-218.27810164541
124.892042577267,198.737145587802
-311.826382577419,241.950763389468
100.109764561057,-296.759565733373
-88.7493116781116,148.695787973702
-209.780675731599,-57.1127008646727
-113.372974656522,-145.608530938625
-98.3022408559918,23.138546384871
-152.686927467585,100.9710310027
-66.6225446388125,-137.872501835227
-206.425616703928,-19.0371850505471
282.505783066154,-255.962234735489
147.350992076099,399.969432130456
-332.289378531277,334.671626240015
107.444037683308,-228.403629921377
275.220459885895,0.160288065671921
192.751000076532,-358.63266158849
261.381204985082,3.23790516704321
170.957506075501,70.1044544577599
-77.9745157808065,27.0333863794804
36.5569597110152,139.200919121504
382.824590429664,124.527860246599
302.664666436613,-14.5237505435944
373.461217060685,-308.65066703409
-93.5074994340539,345.190935023129
288.786142878234,185.174530558288
205.195670947433,-14.1672285273671
220.005184412003,-70.6986973062158
-260.553869046271,299.179243668914
5.00708296895027,80.1256516948342
316.603295691311,33.3338225260377
273.189455829561,-129.102429747581
-243.487682938576,100.668112561107
380.302531272173,-337.615636736155
48.8301998004317,214.0200978145
332.114446908236,220.429767668247
70.8934931084514,118.097224086523
-62.9696015268564,201.708987355232
-257.321313209832,311.801532283425
-43.3799665421247,154.987742193043
-392.484150454402,133.948040939867
-178.04112304002,289.853317290545
-26.7760494723916,384.829734265804
-262.312111072242,216.72083735466
178.454963862896,-101.916921138763
-360.818767547607,-235.096625611186
-220.962412282825,365.057869255543
375.172847881913,273.648588731885
301.429358683527,13.5862713679671
200.922222808003,-261.533450894058
-344.684430584311,307.345834374428
-397.378069721162,288.480095751584
-28.6666853353381,234.028487466276
-200.925995409489,-185.473856516182
-297.72413726896,123.358328826725
-237.71300278604,143.672132119536
-123.056856915355,-146.181699447334
-105.699969269335,-290.195472352207
-38.4921584278345,230.438017472625
293.766677752137,-29.8160336911678
151.014073565602,-15.9920057281852
-10.8877835795283,90.3139503672719
-268.852028623223,399.566352181137
165.876391902566,-181.705272570252
317.310768179595,56.6505055874586
278.901316970587,-248.023571446538
-78.8905199617147,240.116875246167
279.753852076828,281.794407777488
15.6823245808482,-78.6658897995949
200.404871255159,-41.6091853752732
60.3751111775637,-59.5810052007437
-102.258338592947,-66.6638363152742
325.594086386263,-203.904498741031
-62.7501981332898,-205.192003212869
195.043529197574,143.62566024065
18.8093643635511,-294.381752982736
-49.7272610664368,323.15582241863
-184.175028651953,394.809884391725
-70.1705783605576,-325.93136690557
204.029667004943,233.932417631149
-255.653759837151,103.08335646987
252.475121989846,145.649432204664
84.9878879263997,392.242373339832
390.495107136667,40.7544802874327
285.669617727399,-62.8587601706386
-243.615475296974,86.2967981025577
-122.129370644689,287.978298589587
-319.930677674711,-46.142921037972
-230.01167550683,110.857372172177
-188.719817064703,266.676577739418
261.126032657921,-396.054197847843
-326.879692077637,-372.357703745365
