"x","y"
"1",-16.8545611784793,-14.0626814332791
"2",-3.53710913332179,-2.5480097043328
"3",10.5838123592548,-22.5456897402182
"4",18.7087498372421,-11.7740298388526
"5",-5.1953739952296,-23.8408028963022
"6",2.45802744757384,-19.4342325907201
"7",-3.22967898100615,-13.6326419422403
"8",-22.3022793070413,-22.393559559714
"9",5.30082731274888,12.6419944805093
"10",14.3544706050307,-15.5149621539749
"11",-11.7736952845007,-19.5050422102213
"12",-0.163470197003335,-8.88222075300291
"13",-3.97246682550758,19.9141084798612
"14",-11.9090936845168,7.70112160826102
"15",7.38543005427346,3.0854269512929
"16",15.9532948862761,22.8496894007549
"17",-14.632654748857,17.459564760793
"18",14.7781088366173,0.592057267203927
"19",10.0387076265179,14.6150597371161
"20",-0.467403547372669,14.1685145441443
"21",16.9562523602508,12.9744866397232
"22",13.8493654085323,11.9802520843223
"23",-13.0496617406607,-13.0361777846701
"24",-0.397277961019427,22.9230117867701
"25",24.345824145712,23.307979980018
"26",24.4132501771674,-4.27761847386137
"27",2.32947225449607,2.21075474983081
"28",24.8081665486097,-9.0959983645007
"29",-11.76391413901,16.5541230002418
"30",18.0484557058662,-21.2989557418041
"31",13.2031064364128,-19.1791174933314
"32",13.1160080083646,-11.6615541162901
"33",-2.15714026708156,-22.538269602228
"34",-15.4324269504286,-16.7730584507808
"35",12.2498273500241,17.7082629525103
"36",2.53700515022501,-6.12791257444769
"37",-24.0816884441301,-13.1992024718784
"38",19.9904753011651,-0.961168680805713
"39",5.33288801088929,-7.95796461170539
"40",-5.16888928832486,-10.9441012493335
"41",-10.0068536237814,22.719262575265
"42",4.65421825647354,-24.0149349789135
"43",15.7078414456919,-7.62258018366992
"44",24.8627354390919,-19.9933749856427
"45",22.9163756710477,-15.0226954254322
"46",1.85251054354012,-13.2339599076658
"47",7.6013887533918,24.164777121041
"48",14.1277022310533,-2.76862033642828
"49",24.0770256030373,15.1279767975211
"50",2.71190169733018,8.09101916383952
"51",10.102313675452,11.0962651087902
"52",17.3339107073843,4.34952633222565
"53",4.98261351604015,-3.82070858031511
"54",-7.4274268001318,21.3037831475958
"55",10.3493178728968,-5.01749257091433
"56",-5.20412329351529,-15.5870243441314
"57",-11.3741110195406,-5.28664090670645
"58",-23.4904097858816,19.2920803325251
"59",-20.5041579552926,3.15907058538869
"60",4.79393337154761,17.3832635977305
"61",-7.44438880356029,-6.53504721121863
"62",-18.4949852176942,-9.5822693197988
"63",-0.87128832237795,5.38770828861743
"64",-16.5231248713098,23.3311666641384
"65",-9.62439131690189,-12.46869439492
"66",-24.6822155313566,10.1554422872141
"67",-4.77459316607565,-20.249406399671
"68",14.525479124859,7.67515101470053
"69",-19.8208485846408,24.3219007272273
"70",17.6635112031363,20.6743768998422
"71",0.215873634442687,-24.3738354532979
"72",-6.29098343197256,13.8749214354903
"73",7.88963981904089,-3.18666533567011
"74",16.9939362211153,-23.7273406120948
"75",-8.57654054416344,-9.61082552094012
"76",-12.0820192270912,1.44067982910201
"77",-4.94206671137363,24.5073807891458
"78",19.6504860301502,17.609933076892
"79",-15.666079078801,5.48841459676623
"80",-9.90024850470945,-22.9302667896263
"81",-6.42665653722361,15.9973914269358
"82",23.6536189797334,-22.4290508427657
"83",-18.1229806621559,-20.452804188244
"84",-23.4761468716897,-17.4528952804394
"85",8.23576496914029,-15.1770856231451
"86",21.7035910463892,-7.04218301689252
"87",-16.7792371707037,1.60541395889595
"88",-23.5994519433007,24.0739071858115
"89",-8.48782705143094,2.39500250900164
