"x","y"
-11.5334862843156,-116.558908112347
11.6836613044143,-164.386534877121
-104.44797668606,368.895621038973
191.099279560149,-309.127387218177
1.65268182754517,330.71844112128
-388.245376013219,-349.784000217915
-14.8840909823775,255.251907929778
-288.391033373773,382.161961495876
-135.661548748612,133.539766259491
-364.290208369493,205.892046354711
188.37479557842,204.795301891863
-135.066944919527,333.597463741899
-322.787899151444,116.69683046639
-59.7979355603456,-276.952390186489
-278.37502323091,-51.986688375473
-308.67135245353,111.285614967346
21.1760114878416,335.737824067473
25.6766598671675,3.87226920574903
-104.407653212547,283.900958113372
286.023885756731,-131.050022318959
100.622918643057,282.123276218772
-354.026303067803,1.41686238348484
49.2470841854811,-97.9339860379696
212.686226330698,191.675950400531
-366.687566228211,203.665322437882
298.053340055048,18.8251655548811
-56.9217963144183,-11.9498053565621
-8.59234686940908,-399.217679537833
354.274081252515,344.772097840905
-241.844619438052,-275.235339254141
-91.6352165862918,145.189840532839
-32.2460617870092,358.716732077301
12.0685325935483,-368.801660649478
279.687117785215,-190.740357898176
142.180452495813,-84.958734177053
-125.773203000426,-239.16800506413
162.005803361535,-131.534245796502
-129.534869268537,-278.818940930068
375.10738670826,-202.983870357275
2.01192460954189,-18.3732278645039
-331.819206476212,329.950147680938
219.474643282592,-282.109674625099
184.744969196618,290.232743322849
-110.817083716393,324.851824529469
297.47290275991,-344.452706165612
-124.138315580785,276.747037097812
358.362367935479,277.065085992217
119.748769886792,368.821057491004
68.7277317047119,-345.269761793315
-33.4387145936489,-18.792012706399
-267.837942205369,-106.835204735398
-88.4076008573174,-345.505615696311
-306.408281624317,-149.883071519434
-281.823771446943,111.595853418112
-107.121901772916,-120.898524671793
384.855189174414,205.372144281864
362.149466387928,-70.6783121451735
-176.840580813587,75.4153611138463
147.268008254468,257.885920070112
45.8159139379859,238.473980687559
-76.0488031432033,105.354907922447
-148.83373118937,390.106962807477
-263.530043698847,343.353858031332
94.1495461389422,375.747735798359
30.6554114446044,-38.3254311978817
190.129446052015,138.51434532553
-290.012122318149,-324.010626599193
110.468639060855,-74.8163824900985
344.58751808852,303.328661806881
-386.557994037867,-33.7964123114944
-221.147966943681,-167.092492803931
38.3417379111052,-64.7052766755223
-38.5695973411202,-84.7432594746351
-197.058216668665,-95.6747321411967
281.459368206561,-314.613071642816
-31.2636649236083,-116.623283736408
297.04324901104,397.274253331125
-202.970811352134,-164.823012053967
-368.163325823843,292.354783043265
-353.493927232921,-280.328260920942
-60.6086205691099,375.645808316767
350.905682891607,-78.6067083477974
-45.1147332787514,104.987331107259
-162.80723772943,74.9571517109871
39.2149457708001,201.153148338199
90.4440108686686,-255.882665514946
41.1841001361609,-396.965495683253
260.971825197339,-356.807243637741
-350.540320761502,-50.0789945945144
38.4832229465246,-236.537449993193
366.06702581048,-180.534294806421
-241.677590273321,303.223280794919
-217.836639285088,-182.147862389684
149.534319341183,-233.513177745044
340.210799127817,-181.2395574525
49.4325559586287,-137.696707248688
182.229964621365,350.654192827642
202.921001426876,316.281327791512
-87.2457817196846,-128.110127523541
-20.0537316501141,-182.098766975105
38.1990578025579,-4.87084053456783
-145.901276916265,320.750494301319
-17.7473580464721,170.828806608915
268.78262553364,335.9608868137
196.46631423384,128.060359880328
-307.447812519968,398.512213490903
119.678804278374,330.474234186113
116.075225733221,-272.499521076679
-339.552710205317,-261.820654943585
182.784997485578,-139.032889902592
55.0294436514378,172.464277595282
-154.175474494696,-83.0280963331461
-328.488725423813,-81.2876902520657
-185.440427437425,337.87855412811
-67.6853969693184,-224.605362862349
257.566319964826,-195.836405269802
