"x","y"
-205.898606777191,-296.012755297124
141.103506088257,-77.0762780681252
66.5822852402925,-359.583380632102
-157.869608514011,-196.975964307785
-374.598541297019,4.27016094326973
17.25850738585,379.377587325871
165.764620341361,-355.439144559205
-219.538789056242,-361.900382675231
-174.635375849903,274.260079674423
-266.172408126295,-30.8592829853296
-203.632865659893,370.731787383556
51.1644214391708,71.7153459787369
-68.2934455573559,-204.089575074613
89.9509252980351,-116.700447909534
-399.718103930354,248.01607336849
-284.442135319114,134.742431156337
-67.5142157822847,-34.9164210259914
324.561101011932,-388.580131530762
354.062005504966,158.284878730774
-123.783926293254,301.953619904816
190.820315480232,244.886149838567
379.087368585169,-240.483415685594
-199.201948568225,-265.384432300925
-114.083897694945,-244.919596426189
-111.756250448525,214.906818419695
-40.4671233147383,131.110618449748
-241.840516217053,12.7904562279582
-262.448213808239,319.402418844402
47.9570630937815,-343.889413960278
-232.911656796932,331.439896859229
377.918796986341,87.3587734997272
-379.678628221154,-225.663317367435
131.552624329925,338.518982380629
-357.752798125148,145.873323455453
-222.219203971326,-368.607445061207
-371.011117659509,191.829995624721
-64.7321991622448,-183.794712461531
-134.205193817616,312.218023836613
285.787947848439,357.768224366009
230.850681103766,333.743404410779
-379.186751134694,7.90149681270123
-47.1401145681739,165.718451887369
-2.05926392227411,-244.183843024075
-262.558797374368,-191.78376160562
-225.517236255109,-225.178737379611
-381.347333081067,71.1285067722201
-119.414185732603,-102.602585405111
-282.785669900477,-197.386542148888
204.616834409535,284.08565800637
-311.899663135409,-361.534692533314
-227.606294117868,-42.4355369061232
-373.388238437474,-395.507800206542
371.013591438532,-82.9403076320887
392.188980057836,257.925726100802
129.647243767977,381.657247059047
-323.402232304215,338.985560834408
177.845443412662,394.100343622267
377.188763953745,-21.1355492472649
55.9656141325831,-73.5288454219699
-113.587663508952,-158.789722062647
-390.818835236132,-135.537473857403
383.751522004604,-166.149542108178
-346.662284806371,78.2808410003781
-201.917095854878,150.609674304724
-99.5370106771588,-211.213679052889
279.687443003058,18.6516920104623
-397.104129195213,238.504061847925
215.923435986042,-164.673361554742
77.9902614653111,172.917947731912
-163.912381418049,69.7610657662153
-396.411636471748,121.871332265437
-323.083740845323,127.496249973774
102.208472415805,-161.288808472455
107.577599398792,-195.234171673656
-350.795823708177,-356.91149327904
217.728295177221,261.650586314499
26.9635774195194,-53.163811378181
201.251972094178,73.097369633615
94.3486921489239,-62.1449511498213
