"x","y"
-131.101629883051,-300.723268464208
265.313140489161,197.324395552278
-122.761422768235,-245.983476750553
-273.302964307368,315.629678405821
378.931880928576,-248.431732878089
-279.593215510249,165.761265903711
1.6078419983387,332.098895683885
-61.3772204145789,-279.780897498131
110.09762249887,-376.473850570619
383.196031302214,-156.33723847568
11.284564062953,46.9170395284891
82.1728838607669,-189.206610620022
375.501332804561,31.5577453002334
43.00576467067,-169.913069345057
-355.695565231144,-244.897328875959
7.7672965824604,325.914237089455
255.302536301315,-295.722298510373
-213.584259338677,-132.666816003621
-127.542367577553,-0.679701380431652
-346.781490929425,107.026608847082
-333.619269728661,-134.419650770724
-19.5978252217174,-301.014865376055
-386.027424037457,337.702360749245
126.985564269125,-275.478825345635
-6.72914534807205,120.039561390877
-122.42060508579,-255.921017937362
-334.412607550621,212.487054429948
-51.7212841659784,197.652827762067
161.881022341549,251.439487934113
-278.908916004002,399.857804179192
-353.475124575198,-349.887068755925
-228.352361358702,91.1791002377868
-93.7639916315675,-109.478269517422
-107.648287154734,-398.191093094647
-269.10502910614,-89.8267460986972
292.130079865456,346.904316172004
-308.554363250732,163.026274181902
324.217596836388,164.513211511075
303.279991447926,-184.700941480696
-145.124411024153,-99.0005979314446
37.2482808306813,-15.5915090814233
224.004823341966,-21.4205347001553
-192.190653085709,38.2665377110243
285.61337441206,339.728724770248
-112.131301686168,151.707040145993
219.570619426668,366.654598526657
-326.067316904664,-178.678485564888
391.000663861632,-232.466082833707
-152.96588409692,218.288357928395
161.344387941062,-125.371302105486
-39.2925936728716,-390.960546024144
243.107583373785,260.267599485815
99.9751066789031,-320.816019177437
375.845368392766,216.169014014304
174.485246278346,-397.139723598957
195.237006992102,-236.228044703603
317.488465830684,115.166307985783
109.713592007756,60.6696777045727
309.023027680814,258.840377628803
-132.783269695938,84.979754127562
108.464363031089,-125.713777728379
289.843671023846,-260.810058750212
-166.944768279791,110.971187055111
-318.604595772922,307.357320003211
-214.101295545697,-261.490159481764
-263.086059503257,158.811884745955
-392.291151732206,-48.8548260182142
-188.511703163385,-207.353900186718
322.404322400689,-256.256388314068
287.172745540738,-182.345344685018
203.545723855495,158.913682959974
-1.69982071965933,399.315936304629
-276.910487934947,116.0291031003
-349.363593012094,303.85253187269
66.1630138754845,148.61028175801
-25.2802772447467,-6.62413686513901
376.479111611843,-24.4761388748884
-227.098341286182,-311.324520409107
-232.261098921299,-266.023315303028
-363.401907496154,374.793987348676
116.20534081012,103.1229685992
-149.871069565415,-68.4029074385762
-300.682781077921,-55.1935944706202
221.337783522904,-121.684365905821
100.018944777548,-271.801225095987
278.328625671566,-123.906365036964
-243.861998617649,-355.773149430752
-114.941619709134,-293.503778241575
-75.924507342279,-141.33814573288
-87.2906178236008,-241.036219894886
56.2656415626407,177.148872613907
27.0964095368981,388.459638506174
222.535585053265,-334.433995373547
264.36626445502,333.393242396414
-36.7088686674833,-30.0992561504245
148.681549914181,-356.570777669549
-15.7314382493496,-57.7665122225881
391.333872824907,202.783981338143
-191.192893870175,-17.2693649306893
-331.050605140626,-14.8190498352051
-323.219155706465,-237.771555036306
316.00294765085,181.201218254864
