"x","y","DBH"
-322.931951843202,304.694101214409,37.7
-279.055227339268,110.665365308523,39.8
399.878811277449,187.291946075857,29.9
-149.352310039103,-43.1284222751856,35.7
-197.135849297047,352.39190980792,39.7
363.290015794337,95.0691495090723,30.3
298.807864822447,23.3656357973814,30.5
-370.738623850048,-58.0410070717335,32.4
155.281856283545,286.765832640231,39.1
51.1914122849703,35.2665333077312,29.9
9.5106964930892,-112.907095998526,31.1
-350.065849721432,127.766431123018,37.7
30.27697596699,200.116683170199,34.3
-383.020967803895,208.010007068515,29.2
198.575954884291,-22.5074211135507,34.1
108.722531795502,149.976583570242,36.4
-270.324533246458,-267.199051380157,40.4
-369.015561789274,-187.643636018038,27.7
21.9089550897479,-266.658392548561,27.6
-250.115478783846,-242.024967074394,33.1
97.5955137982965,-6.5773656591773,35.9
234.027170203626,51.6273766756058,41.8
-187.140195071697,-324.512384831905,27.7
290.215501375496,-238.25479503721,35.9
84.2054212465882,175.549035146832,39.7
316.460849158466,190.573653019965,31.2
-347.879349812865,264.169043488801,31.4
73.764755576849,239.67458922416,37.7
250.183325074613,-63.809697329998,39.7
-205.802130326629,257.781914062798,43.8
131.755381636322,183.396707847714,33
-262.97924220562,191.984006762505,39.9
-154.978618770838,132.099881023169,35.2
-129.692139849067,253.858133777976,41.6
-222.448240965605,397.155144065619,38.5
-385.243799723685,-125.008148141205,34.8
-348.489673435688,379.427969455719,31.2
292.970952019095,-32.3778798803687,28.9
315.449332073331,-12.8052057698369,41.6
354.747546091676,-287.447811290622,27.4
117.682561837137,39.1817010939121,34.8
73.9696292206645,150.991979986429,33.1
254.308170080185,-242.543416470289,35
-213.448056392372,-342.176780663431,35.6
184.100522473454,-297.256456315517,34.8
-32.5392821803689,367.327147722244,31.8
276.224949769676,-9.37906857579947,32.3
265.72164837271,90.9243358299136,40.8
-120.618209429085,-242.79402513057,26.1
75.9669860824943,248.37270732969,37.7
-9.99034214764833,-180.698705837131,43.9
-30.5803246796131,272.91351351887,32.9
346.013542637229,271.519644930959,40.4
-389.06411472708,-173.336584120989,27.4
34.1009853407741,-116.44174400717,34.8
-225.40387455374,-38.3109362795949,30.1
-56.1371257528663,-129.341490007937,37.3
-270.020958222449,242.446350120008,27.7
-304.744923114777,141.840752959251,35.8
357.22063742578,59.9619038403034,35.6
207.095640525222,268.663471750915,39.7
-309.563770145178,241.729250364006,39.7
287.302335910499,-362.366184592247,41.6
78.9500124752522,152.83264182508,36.4
206.351034529507,-168.52190438658,43.9
-66.3589568808675,-274.256474152207,27.4
299.046866968274,-320.832528546453,31.1
130.803522095084,-280.698308348656,39.1
-386.826819367707,250.473818741739,35
98.7522596493363,-92.2917064279318,35.2
273.960832320154,-101.551491580904,35.7
50.9970117360353,50.8474756032228,35.2
-271.986846253276,-216.234655864537,43.9
-367.704276926816,396.642439439893,41.8
132.430594414473,179.284032993019,39.8
-387.699348479509,390.023264661431,36.4
-164.829812385142,213.068714365363,31.8
-250.572446361184,-39.1345016658306,31.4
-290.97293112427,-173.709922283888,28.3
215.717328153551,117.074377834797,35.6
-91.2489928305149,398.593779467046,35.2
298.094588518143,116.083827801049,35.3
-397.016990184784,225.708588398993,29.2
324.617383815348,-366.441924497485,41.6
94.894533790648,33.779508061707,34.3
26.1589024215937,390.6079929322,39.8
15.813167206943,-205.026814155281,36.1
197.747944295406,-344.818248040974,35.7
221.114112064242,74.3974892422557,47.3
-8.78386236727238,-296.703196316957,30.1
53.2473670318723,144.272693246603,29.2
216.856878809631,93.5235880315304,34.8
-235.530147328973,-213.960130140185,29.9
-181.049088388681,-106.215984374285,35.7
234.557458385825,-108.07145871222,37.3
204.420328512788,-55.248730070889,37.1
312.253748252988,254.728712886572,35.9
276.600848510861,181.871492043138,30.1
-18.344316445291,187.278144434094,35.2
-257.82460141927,-15.6819935888052,39.8
190.942436084151,226.289146952331,31.4
-172.074862197042,105.266640894115,29.9
-13.9998963102698,162.878623045981,43.8
168.758754990995,323.466472886503,37.1
262.677142396569,176.837738417089,30.1
-147.355696000159,88.9664765447378,35.6
20.4792039468884,-198.489545844495,34.8
-380.683732777834,67.2736600041389,39.7
364.994369260967,-53.4784639254212,41.6
64.6278213709593,52.4041954427958,39.1
-284.038677997887,240.196400694549,37.7
-274.085508659482,-244.464239105582,27.7
396.702904626727,-277.487745881081,39.1
35.387003980577,126.871931366622,41.6
99.8628417029977,157.178935408592,36.4
-78.8133794441819,-226.566735841334,35.2
-68.5821369290352,22.0486283302307,47.3
149.617574550211,336.683134734631,41.6
-218.901272490621,100.267447903752,34.8
-57.8423954546452,342.328183166683,35.6
17.8806168958545,13.3761692792177,30.5
-380.730136670172,-45.0116340070963,35
-292.943052947521,-11.7718262597919,36.1
-25.3117131069303,-398.480811715126,39.9
172.461689636111,13.8071950525045,39.7
-257.319722883403,-126.690047420561,33
-22.7928586304188,-42.1915167942643,40.4
-187.377367354929,346.795696020126,39.6
-139.45524841547,-305.773011595011,31.4
-71.4966079220176,200.26208050549,26.1
89.3238699063659,-321.697965450585,29.9
-239.353544078767,-119.883360899985,52.2
270.123154111207,-271.911083720624,37.7
-21.5830964967608,-80.78030962497,32.3
354.104706645012,-346.044217608869,31.1
