"x" "y" "DBH"
"1" 324.207649938762 -109.841350652277 35.7
"2" -18.8411470502615 327.480769902468 31.4
"3" 121.532491408288 -179.451039619744 26.1
"4" -11.6086889058352 304.294786602259 39.9
"5" -344.608879834414 205.357435904443 34.3
"6" 309.510240331292 -7.45107512921095 37.7
"7" 353.407458029687 7.99009874463081 39.9
"8" 150.686705671251 -397.908052243292 47.3
"9" -354.202932491899 248.096266202629 37.7
"10" -221.408063918352 -87.2253777459264 33.1
"11" 350.386622361839 135.390581563115 33.1
"12" 163.139668665826 -364.454286918044 39.1
"13" 198.400908336043 348.985543847084 34.8
"14" 286.539543792605 -51.6852982342243 32.9
"15" -302.702228911221 -344.582314230502 41.7
"16" 219.791588932276 78.1057551503181 41.6
"17" -388.9668347314 -249.342981725931 35.7
"18" 395.142064616084 -18.2509837672114 33
"19" -276.799843460321 -20.2326036989689 30.3
"20" 167.842812091112 174.813899584115 30.1
"21" -372.813639044762 -82.495959661901 34.1
"22" -61.2456616014242 -30.9386931359768 39.7
"23" -386.696330457926 16.8817160651088 34.8
"24" -247.729231417179 94.0316580235958 35
"25" 129.744045995176 -259.785898029804 39.8
"26" -371.923812665045 356.745954044163 39.6
"27" -21.9048103317618 -380.067521519959 29.2
"28" 59.8571807146072 -190.06006848067 34.3
"29" 86.1077897250652 277.31804959476 41.6
"30" 145.322241261601 287.3271163553 35.6
"31" -284.921439737082 -129.343293048441 34.8
"32" -191.286556981504 -61.6225866600871 40.8
"33" 19.8769751936197 -215.501993894577 33
"34" 256.875733099878 -310.760638304055 31.1
"35" -232.825858332217 -74.8751819133759 40.8
"36" -240.478477999568 100.593200884759 39.1
"37" 288.953050784767 -56.2875213101506 28.9
"38" -192.843542061746 -326.651272550225 27.4
"39" 399.39935747534 -88.9508606866002 36.1
"40" -0.325212627649307 -295.978617481887 32.4
"41" -180.54244350642 -114.546758495271 31.8
"42" -301.489979028702 236.244462803006 31.2
"43" 92.7248559892178 -161.021360568702 28.3
"44" 391.147780790925 315.280042029917 30.1
"45" 319.774003140628 134.875670820475 40.8
"46" -323.908516392112 -369.514742493629 35.2
"47" -24.5070742443204 -145.760064385831 30.1
"48" -41.3183446973562 -110.675339214504 32.9
"49" 187.116575613618 59.9650327116251 37.3
"50" -90.7743334770203 330.024828948081 31.8
"51" 150.867297500372 346.056796610355 37.1
"52" 96.2537990882993 49.2295624688268 37.1
"53" -322.25234657526 374.998428300023 34.8
"54" -319.084549695253 35.9045676887035 36.1
"55" -144.235239923 181.062358245254 30.5
"56" 175.602480024099 -185.24366337806 41.8
"57" -132.219839841127 313.514365442097 28.3
"58" 356.554713286459 -73.8201150670648 32.4
"59" -143.486362509429 -344.787596911192 43.8
"60" -61.6297239437699 -261.63278054446 34.8
"61" -334.185267053545 -153.719631582499 30.3
"62" 370.326496846974 -2.39746198058128 28.9
"63" 81.5601915121078 -344.804800115526 35.8
"64" -117.793676443398 -110.751218907535 30.1
"65" 237.141720578074 -139.358538947999 41.7
"66" 22.2144553437829 -155.276157334447 35.2
"67" 313.447674177587 87.8493187949061 35.9
"68" 179.947834834456 173.066849075258 29.2
"69" -140.89749455452 368.620392121375 52.2
"70" 14.8459592834115 -8.09495244175196 43.8
"71" -111.694936826825 230.545556172729 32.9
"72" 296.358278952539 -158.013073913753 30.5
"73" -83.4497014060616 167.138557694852 35.6
"74" 19.0095635131001 152.500368095934 31.8
"75" -140.977806225419 -132.428685203195 31.1
"76" -225.402460433543 -199.892633222044 32.3
"77" -7.32251349836588 369.344045594335 41.6
"78" 175.113303400576 356.19710367173 31.1
"79" -148.975744657218 -341.948767751455 37.7
"80" -380.706773139536 -192.638698592782 35.9
"81" 87.354863807559 -277.892784774303 37.7
"82" 272.822978720069 -142.344509810209 39.1
"83" -133.754122257233 144.204476475716 32.4
"84" 334.105809777975 380.365982092917 35.8
"85" -185.049444064498 -176.618765480816 40.8
"86" 299.751187860966 89.9485623463988 26.1
"87" -47.9318173602223 375.350170023739 34.8
"88" -175.575356185436 -233.51136688143 31.1
"89" 147.19569850713 -153.001753799617 29.2
"90" -31.5979452803731 -85.9266079962254 34.8
"91" 174.127240106463 -237.722897902131 39.1
"92" -343.450031615794 -240.260216407478 44.7
"93" -323.669436015189 280.864155292511 43.8
"94" 124.201177433133 123.575489595532 41.6
"95" 189.152149669826 281.425298005342 32.3
"96" -76.5104370191693 209.510416537523 31.8
"97" -299.173752777278 128.117686323822 43.9
"98" 301.298152469099 84.7635291516781 31.2
"99" 136.460987851024 -369.695375114679 28.9
"100" -176.49038657546 0.820028781890869 35.3
"101" 371.215980686247 154.428780451417 31.1
"102" 341.998333483934 136.6788379848 38.5
"103" -313.260877132416 -153.312612883747 36.4
"104" 356.962599232793 -241.878524050117 27.4
"105" 353.390246070921 335.425730608404 35.8
"106" -399.016064964235 136.635914258659 31.8
"107" -309.417404606938 398.619179055095 37.7
"108" 360.303088836372 190.940567106009 27.4
"109" 339.62314017117 -305.20333815366 28.3
"110" 336.894434131682 -300.247154943645 32.3
"111" -27.289567515254 295.065937004983 35.3
"112" 121.419036388397 -112.994621880352 35.8
"113" 329.314779862761 -93.1007167324424 35.7
"114" -105.899876356125 -172.509394027293 31.8
"115" -196.57800141722 159.541133977473 31.8
"116" -366.724972054362 -264.062232337892 34.8
"117" -148.266112245619 366.462240554392 32.3
"118" -45.0423104688525 269.940476864576 33.1
"119" -142.132857255638 203.379100933671 27.6
"120" -298.77979401499 93.438053317368 47.3
"121" 240.218157693744 -207.086114771664 37.7
"122" -14.7817248478532 -192.646545171738 38.5
"123" 63.2367743179202 362.59397957474 34.8
"124" -217.808243073523 74.264176748693 32.4
"125" 19.32333689183 334.765239991248 40.8
"126" 322.579183243215 -315.757058002055 35.2
"127" -138.17213922739 260.543613508344 29.9
"128" -266.731194593012 376.326482370496 37.7
"129" -119.489225745201 -33.1247011199594 30.1
"130" 239.017626270652 353.356675617397 41.6
"131" 353.919417783618 -357.801539450884 41.7
"132" 58.2583796232939 306.982854753733 35.9
"133" 90.3253173455596 278.998827748001 39.6
"134" 208.646338246763 -188.11145350337 35.9
"135" 122.271076589823 276.939223892987 35.6
"136" 33.8392021134496 227.713543735445 34.8
"137" -254.683122225106 111.530163884163 37.7
"138" 147.92341068387 126.805593818426 34.8
"139" -105.594870448112 -364.9707602337 30.3
"140" -283.831594884396 162.236114963889 34.3
"141" 104.083047620952 251.582354307175 31.1
"142" 53.7556227296591 -251.576205715537 34.3
"143" -150.552894175053 -383.429010771215 41.6
"144" 181.180240027606 193.774188309908 34.8
"145" -163.743391260505 383.269761689007 35.2
"146" -367.758451588452 257.736833766103 38.5
"147" -329.259393922985 59.2779774218798 43.9
"148" 398.525458574295 -213.039717823267 39.6
"149" 287.629471905529 -257.310851477087 30.1
"150" 109.644118696451 328.470112755895 38.5
"151" 270.163490250707 89.1932273283601 37.7
"152" 345.674946345389 -226.780209876597 32.4
"153" 69.9902188032866 -393.742943927646 29.9
"154" 242.338084056973 227.370067685843 31.4
"155" -338.948943838477 256.018703989685 28.9
"156" 151.865695044398 21.2780028581619 40.4
"157" -95.3083960339427 -177.18707844615 37.1
"158" -242.555309087038 195.179406180978 27.6
"159" -296.814514324069 279.927874170244 34.3
"160" -245.178722403944 283.535962924361 35.7
"161" 260.039412975311 -79.2003242298961 31.4
"162" -319.492375105619 -120.48786599189 30.3
"163" 235.466866567731 -127.741243503988 41.8
"164" 331.415387056768 127.556739747524 34.8
"165" 261.132008768618 -337.895337119699 33
"166" 262.308694049716 398.146909475327 35
"167" -51.1958112940192 -122.313261963427 34.1
"168" 52.8946110978723 396.804494410753 35.2
"169" 114.351560175419 255.069333128631 35.2
"170" 152.060748077929 119.162199087441 35.6
"171" 117.072035931051 -353.834237158298 34.1
"172" -124.100263789296 -77.0760428160429 27.4
"173" -299.558986723423 -112.356950715184 39.6
"174" -218.077618069947 -8.96156039088964 41.6
"175" 285.387889109552 99.727719090879 40.4
"176" 234.766017086804 -31.7884029820561 35.9
"177" -23.4028827399015 362.182403728366 41.6
"178" 167.681803368032 -268.924530781806 39.7
"179" 103.413116931915 79.5850917696953 34.1
"180" -27.0514531061053 -63.7118086218834 35.8
"181" -12.1516272425652 -12.2359789907932 35.9
"182" 181.080460734665 -219.31424383074 30.3
"183" -336.863135360181 88.8152750208974 35.9
"184" -363.870727643371 -128.426777198911 35.9
"185" 130.78852891922 391.461326740682 39.7
"186" -101.249556057155 -280.384447239339 27.7
"187" 389.681994356215 -372.804806567729 35.2
"188" -74.196152202785 -386.507636867464 31.2
"189" 395.615502819419 395.52712161094 31.4
"190" -150.763209722936 -44.3469777703285 28.9
"191" -353.518876619637 -71.5028125792742 30.3
"192" -395.624711923301 -85.5834249407053 28.9
"193" -254.736707918346 115.385826490819 27.4
"194" -225.073109008372 -183.012925460935 35.2
