"x" "y" "DBH"
"1" -141.502310335636 365.288904681802 28.9
"2" 330.363087356091 359.584322571754 34.8
"3" -205.635222606361 112.268197350204 35.6
"4" -395.142153277993 -287.361981160939 30.5
"5" -342.859354242682 4.35698051005602 34.1
"6" 395.917824655771 346.111143752933 27.6
"7" 279.360570199788 -333.060709014535 40.8
"8" 153.514558821917 -298.334437049925 26.1
"9" -132.950323075056 113.265693001449 35.2
"10" 56.1952678486705 82.8438131138682 39.1
"11" -310.053991153836 394.799752533436 39.9
"12" -171.642472594976 -397.924783825874 31.8
"13" -201.338481344283 -261.650279909372 30.3
"14" 0.0949833542108536 -40.5796280130744 47.3
"15" -384.607974812388 -42.9937332868576 36.1
"16" -248.278976604342 -35.2111594751477 35.6
"17" -30.0516070798039 153.270811215043 37.1
"18" -206.910429149866 -239.110063947737 33
"19" -99.4567291811109 -329.480234347284 31.2
"20" -19.6610730141401 48.9602040499449 39.6
"21" 183.45439825207 207.448755018413 30.1
"22" -211.015939712524 313.018527626991 30.1
"23" -374.829213507473 -37.7511579543352 40.4
"24" -126.646498218179 -196.53563182801 34.8
"25" -194.244251959026 282.572780549526 30.1
"26" 92.6686590537429 144.627073407173 31.4
"27" -82.806789688766 -251.241999305785 35.7
"28" -376.012661494315 -245.744445919991 27.6
"29" 109.650297835469 -216.746578924358 35.9
"30" -152.534177526832 333.29491969198 39.8
"31" 0.227696821093559 -262.984731607139 37.7
"32" -278.534564934671 -99.7426189482212 32.4
"33" 398.974366858602 -392.912004515529 27.4
"34" -200.853408128023 -334.285856597126 31.1
"35" -169.216202758253 -267.823898606002 35.2
"36" 365.08693639189 -255.281205102801 41.8
"37" 119.372419081628 -217.158481664956 34.6
"38" 46.0671728476882 173.432704620063 31.8
"39" -248.385953716934 140.05023650825 37.7
"40" 99.0750765427947 296.748898923397 47.3
"41" -139.694113656878 322.242830321193 30.3
"42" -287.332483753562 316.561088338494 30.1
"43" 103.391680121422 57.2103342041373 34.1
"44" -91.9827971607447 -182.345680706203 37.7
"45" 144.279544427991 312.101875804365 32.4
"46" 137.942149490118 -335.814176127315 27.7
"47" -92.7696820348501 -81.2582952901721 35.8
"48" 171.293737366796 135.042435675859 31.8
"49" -268.065493367612 336.890427209437 38.5
"50" -257.162576913834 -399.837978929281 30.1
"51" 20.5152912065387 11.8809392675757 35.9
"52" -327.776974625885 399.424696154892 43.8
"53" -187.209937907755 112.533641606569 35.7
"54" 52.4907579645514 45.8299340680242 31.1
"55" -214.141062647104 -399.861582741141 33.1
"56" 215.019991062582 191.495959460735 30.1
"57" 397.265432961285 -179.069411382079 34.3
"58" -220.736935921013 -140.31306039542 35.7
"59" 2.20335889607668 -250.642465241253 30.1
"60" 392.768815532327 165.907808020711 32.3
"61" -234.682093188167 -127.725572511554 35.7
"62" -256.266345269978 24.7374292463064 37.7
"63" 303.472827002406 138.718495331705 28.3
"64" -217.45140068233 -104.42919023335 35.7
"65" 202.354128286242 38.7980045750737 36.4
"66" -355.502739548683 206.073591671884 39.7
"67" 98.8909209147096 -337.682001292706 30.1
"68" 22.6845443248749 164.49667904526 35.8
"69" 312.555391341448 -249.512375146151 35.2
"70" -319.747908972204 199.89700615406 35.2
"71" -308.438630215824 314.02784306556 30.3
"72" -321.848971955478 -10.9278596937656 35.3
"73" -61.2529914826155 -280.68024199456 26.1
"74" 127.788118459284 104.116615653038 32.9
"75" 358.39101113379 -304.265746288002 30.1
"76" -51.0259354487062 -360.701942443848 32.3
"77" -309.316268004477 -228.649844042957 34.6
"78" -273.905102722347 -167.411887831986 35.7
"79" -283.162114024162 87.1471609920263 35.8
"80" 147.361154481769 -333.212128654122 47.3
"81" -266.514690965414 219.671505689621 30.1
"82" 156.369176693261 165.88116902858 40.4
"83" -278.339004144073 -394.473590701818 35.3
"84" 136.956672556698 166.428948380053 32.4
"85" -269.457419216633 -333.656978607178 35.7
"86" 343.794304318726 348.585469834507 30.3
"87" -52.2875104099512 112.8183638677 36.4
"88" -97.8831047192216 36.7322187870741 27.6
"89" 108.288004435599 -95.7284357398748 29.9
"90" -95.6785490736365 -8.25191121548414 30.1
"91" 291.859723255038 -191.332041472197 34.3
"92" -304.68657258898 -334.683294780552 27.7
"93" -325.509793870151 -353.516006283462 34.6
"94" 9.95410867035389 -75.9196951985359 39.9
"95" -354.244840331376 0.897566974163055 27.7
"96" 139.48781285435 -52.8337091207504 41.6
"97" 259.052365459502 139.062658324838 28.9
"98" -363.130855374038 -371.56074270606 35.6
"99" -282.667183503509 184.00273937732 41.8
"100" -110.443726554513 -167.410080321133 38.5
"101" 163.366614095867 30.3992608562112 33
"102" 102.922463975847 -238.352344371378 28.3
"103" -52.6419192552567 56.9496981799603 32.4
"104" 344.257996976376 195.022022165358 36.4
"105" -96.4961793273687 -289.247898943722 30.1
"106" 115.082268975675 -107.685481198132 40.4
"107" -293.13379433006 49.3887370452285 37.3
"108" 123.618459329009 -164.408144727349 32.4
"109" 343.578714132309 110.240793041885 43.9
"110" -251.939143799245 278.795488923788 31.8
"111" 144.108960963786 120.330595783889 30.1
"112" -229.593561030924 347.239585407078 34.8
"113" -251.210290566087 218.869682587683 28.3
"114" -39.5852584391832 46.2145546451211 34.6
"115" 54.353679344058 54.3469803407788 28.3
"116" 365.274280682206 44.4541795179248 29.2
"117" 148.44426009804 -64.5209955051541 38.5
"118" -288.538275845349 306.145321764052 39.8
"119" 242.989524826407 167.012403719127 41.7
"120" 172.430739179254 17.852227203548 28.9
"121" -350.531716831028 -292.283344827592 52.2
"122" 328.289023414254 -259.604699723423 31.2
"123" -223.850848712027 150.04246160388 52.2
"124" 41.3270117715001 125.301996618509 30.1
"125" 124.068414792418 238.155115582049 31.1
"126" 95.1559409499168 -342.541294172406 33
"127" 24.5926551520824 -119.708513282239 40.4
"128" 277.805704623461 155.150371231139 39.1
"129" -26.5387106686831 364.616431295872 43.9
"130" -1.59208364784718 71.078741364181 34.3
"131" 77.6419462636113 329.257282055914 29.2
"132" -154.939815215766 -391.167545504868 29.2
"133" -276.699735224247 -161.651956476271 30.1
"134" -337.734227068722 23.1531785801053 43.9
"135" 157.313518412411 107.142557576299 39.1
"136" 81.9756504148245 -300.754089653492 30.1
"137" 339.653253927827 -140.637864172459 40.8
"138" 371.536219865084 101.959772780538 31.4
"139" 335.201499797404 227.090755663812 35.7
"140" -213.860650360584 -42.8865045309067 26.1
"141" -44.7488972917199 63.8027364388108 44.7
"142" 42.9823655635118 67.3528131097555 43.9
"143" 165.069036185741 181.977802887559 27.4
"144" -101.119775883853 -6.74682799726725 27.6
"145" -100.279757939279 168.773854523897 34.8
"146" -48.4939690679312 303.639528341591 35.9
"147" -307.117619365454 318.668997846544 44.7
"148" -328.097624331713 -357.451940327883 43.9
"149" 181.422225944698 -283.347492106259 34.3
"150" -244.090184010565 -360.893907397985 28.3
"151" -169.115392304957 -275.956344418228 39.9
"152" 6.68541472405195 -259.318304806948 31.1
"153" 291.417825035751 -234.189640916884 36.1
"154" 130.573610030115 235.062914155424 43.8
"155" -326.637718640268 -379.56353072077 29.9
"156" 122.114000096917 -125.005465559661 39.6
